,loss,acc,val_loss,val_acc
0,0.9126975536346436,0.48496994376182556,0.795218825340271,0.5199999809265137
1,0.8161946535110474,0.5270541310310364,0.794708251953125,0.5199999809265137
2,0.8242090344429016,0.4789579212665558,0.7944331765174866,0.5199999809265137
3,0.7962092161178589,0.5490981936454773,0.7939692139625549,0.5199999809265137
4,0.8102303743362427,0.4969939887523651,0.7935388684272766,0.5199999809265137
5,0.7988029718399048,0.5150300860404968,0.7936279773712158,0.5199999809265137
6,0.8018348813056946,0.5130260586738586,0.7933958768844604,0.5199999809265137
7,0.7884398698806763,0.5190380811691284,0.7925921678543091,0.5199999809265137
8,0.7895044684410095,0.5190380811691284,0.7929311394691467,0.5199999809265137
9,0.7899594306945801,0.5531061887741089,0.7921944260597229,0.5199999809265137
10,0.7956277132034302,0.5030060410499573,0.7905300855636597,0.5199999809265137
11,0.7868126630783081,0.5571142435073853,0.7903757691383362,0.5199999809265137
12,0.791276752948761,0.5270541310310364,0.7900881171226501,0.5199999809265137
13,0.7968738675117493,0.5290580987930298,0.7906907796859741,0.5199999809265137
14,0.790658175945282,0.5531061887741089,0.7903574705123901,0.5199999809265137
15,0.7968044281005859,0.509018063545227,0.7906715273857117,0.5199999809265137
16,0.7926961779594421,0.5370741486549377,0.7898252606391907,0.5199999809265137
17,0.7875307202339172,0.5511022210121155,0.7895688414573669,0.5199999809265137
18,0.7911382913589478,0.5350701212882996,0.7908762693405151,0.5199999809265137
19,0.7793319821357727,0.5651302337646484,0.7864717245101929,0.5600000023841858
20,0.792461097240448,0.5370741486549377,0.7840498089790344,0.5600000023841858
21,0.7866760492324829,0.5511022210121155,0.7835283279418945,0.5600000023841858
22,0.7762613892555237,0.5611222386360168,0.7838442325592041,0.5519999861717224
23,0.7805582284927368,0.5551102161407471,0.7825186252593994,0.5600000023841858
24,0.7868414521217346,0.5470941662788391,0.7830790281295776,0.5440000295639038
25,0.7769267559051514,0.5470941662788391,0.779004693031311,0.5600000023841858
26,0.7698266506195068,0.5791583061218262,0.7779982686042786,0.5759999752044678
27,0.7837926745414734,0.5490981936454773,0.7809497117996216,0.5680000185966492
28,0.7637041211128235,0.5991984009742737,0.7748010158538818,0.6000000238418579
29,0.7783471941947937,0.5691382884979248,0.7789027690887451,0.5519999861717224
30,0.7605295777320862,0.5731462836265564,0.779955267906189,0.5759999752044678
31,0.7751274108886719,0.5831663608551025,0.7760633230209351,0.5759999752044678
32,0.7765563726425171,0.5430861711502075,0.7775139808654785,0.5839999914169312
33,0.7761399745941162,0.5470941662788391,0.7733416557312012,0.5839999914169312
